"","TG_0","TG_1","TG_2","tKO_0","tKO_1","tKO_2","WT_0","WT_1","WT_2"
"1700123M08Rik",1.07768,0,0,6.82899,1.9765,4.70063,0,0,0
"1700123O12Rik",0,0,0,0,0,0,0,0,0
"1700123O20Rik",20.4349,25.2109,22.9199,15.7489,10.1293,19.2721,10.0834,8.18567,15.113
"1700123O21Rik",0,0,0,0,0,0,0,0,0
"1700124L16Rik",0,0,0,0,0,0,0,0,0
"1700125G02Rik",0,0,0,0,0,0,0,0,0
"1700125G22Rik",0,0,0,0,0,0,0,0,0
"1700125H03Rik",0,0,0,0,0,0,0,0,0
"1700125H20Rik",0,0,0,0,0,0,0,0,0
"1700126H18Rik",0,0,0,0,0,0,0,0,0
"1700128A07Rik",0,0,0,0,0,0,0,0,0
"1700128F08Rik",0,0,0,0,0,0,0,0,0
"1700129C05Rik",0,0,0,0,0,0,0,0,0
"1810006J02Rik",0,0,0,0,0,0,0,0,0
"1810007C17Rik",0,0,0,0,0,0,0,0,0
"1810007D17Rik",0,0,0,0,0,0,0,0,0
"1810008I18Rik",0,0,0,0,0,0,0,0,0
"1810009A15Rik",135.883,192.152,203.295,162.972,105.658,161.538,155.622,134.173,144.975
"1810009J06Rik",0,0,0,0,0,0,0,0,0
"1810010D01Rik",0,0,0,0,0,0,0,0,0
"1810010H24Rik",0,0,0,0,0,0,0,0,0.710154
"1810011H11Rik",0,0,0,0,0,0,0,0,0
"1810011O10Rik",0,0,0,0,0,0,1.07585,0,0
"1810012K16Rik",0,0,0,0,0,0,0,0,0
"1810013A23Rik",0,0,0,0,0,0,0,0,0
"1810013L24Rik",16.3692,15.3841,12.3684,18.3049,11.0374,11.5499,10.6735,7.95872,14.6565
"1810014B01Rik",0.656982,0.922749,1.2983,0,1.20493,2.86563,0.856766,2.24699,0.449443
"1810018F18Rik",0,0,0,0,0,0,0,0,0
"1810019D21Rik",0,0,0,0,0,0,0,0,0
"1810020O05Rik",0,0,0,0,0,0,0,0,0
"1810021B22Rik",0,0,0,0,0,26.923,0,4.69128,0
"1810022K09Rik",360.884,359.617,340.479,427.859,888.192,649.954,443.299,759.151,850.546
"1810024B03Rik",1.75065,0,0,0,0,0,0,0.997922,0
"1810026B05Rik",3.96199,7.31499,10.5023,10.5794,8.70186,6.58301,9.68954,4.46642,5.16661
"1810026J23Rik",10.3625,11.9084,8.68763,13.9289,12.6701,12.3271,9.00911,8.59188,8.1631
"1810030O07Rik",11.4031,14.0832,10.1016,13.7042,19.4713,13.7208,14.3579,12.1036,10.4908
"1810032O08Rik",7.03965,6.89967,13.8709,8.89571,8.77097,0,10.9862,4.79748,6.72267
"1810034E14Rik",0.291152,0.408933,0,0,1.06797,0,0,2.65544,0
"1810037I17Rik",39.0911,36.3201,49.9156,57.164,41.9137,31.4784,42.3513,27.4252,34.5593
"1810041L15Rik",0,0,0,0,0,0,0,0,0
"1810043G02Rik",0.623587,0.437923,1.23231,1.97576,1.14368,0,1.62643,0.710924,0
"1810043H04Rik",65.1986,80.3919,56.5652,90.691,11.666,27.7448,45.6232,54.3878,56.569
"1810044D09Rik",6.53929,0,0,0,11.9933,0,0,0,0
"1810046K07Rik",0,0.58609,0,0,0,0,0,0,0
"1810053B23Rik",0,0,0,0,0,0,0,0,0
"1810055G02Rik",3.60487,1.16842,2.19194,5.2715,2.03429,7.25712,2.16973,1.89681,2.6558
"1810058I24Rik",24.2385,29.6844,41.0725,28.1959,4.08028,0,26.3848,9.57543,10.6538
"1810062G17Rik",0,0,0,0,0,0,0,0,0
"1810062O18Rik",0,1.19005,3.34904,0,0,0,0,0,0
"1810064F22Rik",0,0.311625,0,0,0,0,0,0,0
"1810065E05Rik",0,0,0,0,0,0,0,0,0
"2010001E11Rik",0,0,0,0,0,0,0,0,0
"2010002M12Rik",0,0,0,0,0,0,0,0,0
"2010003K11Rik",0,0,0,0,0,0,0,0,0
"2010005H15Rik",0,6.00322,0,0,0,0,0,0,0
"2010009K17Rik",1.26283,1.77367,0,0,0,0,0,0,0
"2010010A06Rik",0,0,0,0,0,0,0,0,0
"2010012O05Rik",8.02475,6.29856,4.66417,11.9649,6.06021,8.23587,6.77148,6.99603,8.39608
"2010015L04Rik",0.208474,0.292812,0,0,0,0,0,0,0.285235
"2010016I18Rik",0,0,0,0,0,0,0,0,0
"2010106C02Rik",0,0,0,0,0,0,0,0,0
"2010106E10Rik",0,0,0,0,0,0,0,0,0
"2010107E04Rik",569.316,524.945,638.094,502.554,509.086,395.343,561.448,800.821,546.421
"2010107G12Rik",0,0,0,0,0,0,0.621251,0,0
"2010107G23Rik",0.304662,0,1.20412,0,0,0,0,0,0
"2010109A12Rik",0,0,0,0,0,0,0,6.12371,0
"2010109I03Rik",0,0,0,0,0,0,0.721098,0,0
"2010111I01Rik",5.55802,2.87961,2.55464,2.03745,3.53936,14.0295,2.51669,1.46661,3.99297
"2010204K13Rik",23.7596,13.1628,5.89579,25.4547,29.4692,58.4045,30.6674,23.6455,20.1201
"2010300C02Rik",0,0,0,0,0,0,0,0,0
"2010308F09Rik",0,0,0,0,0,0,0,0,0
"2010310C07Rik",0,1.01641,0,0,0,0,1.88756,0,0
"2010315B03Rik",0.770301,2.36177,3.04505,2.36785,4.9459,6.72132,1.0046,3.07423,2.04503
"2010320M18Rik",2.57011,0,10.1579,0,3.14244,7.47355,2.23444,1.95338,1.17214
"2200002D01Rik",0,0,0,0,0,0,0,3.47189,4.16669
"2200002J24Rik",0,1.6001,0,0,0,0,0,0,0
"2210010C04Rik",0,0,0,0,0,0,0,0,0
"2210011C24Rik",0,0,0,0,0,0,0,0,0
"2210013O21Rik",3.55778,2.99804,5.62459,0,0,6.20734,3.71174,3.24485,3.89421
"2210015D19Rik",3.12843,2.79617,1.12405,3.60438,2.08642,2.48102,0,5.18776,2.72384
"2210016F16Rik",14.2282,12.74,11.9498,13.5241,9.13328,18.6183,13.4523,10.9492,13.3836
"2210016L21Rik",20.8273,27.497,31.2802,42.2328,33.6142,10.9014,27.1607,18.0457,23.3667
"2210018M11Rik",5.13474,3.94947,6.28152,13.17,5.82975,17.0642,7.01504,9.19897,7.52719
"2210019I11Rik",0,0,0,0,0,0,0,0,0
"2210039B01Rik",0,0,0,0,0,0,0,0,0
"2210404O09Rik",0.923058,0.648238,0.912055,0,0.84646,2.0131,1.20375,0.526169,0.631466
"2210407C18Rik",0,0,0,0,0,0,0,0,0
"2210408F21Rik",0,0,0,0,0,0,0,0,0
"2210408I21Rik",2.40924,0.845705,0,3.81871,1.10524,5.25711,1.57045,2.74662,3.70936
"2210409D07Rik",0,0,0,0,0,0,0,0,0
"2210409E12Rik",0,0,0,0,0,0,0,0,0
"2210414B05Rik",0,0,0,0,0,0,0,0,0
"2210416O15Rik",0,0,0,0,0,0,0,0,0
"2210417A02Rik",0,0,0,0,0,0,0,0,0
"2210420H20Rik",0,0,0,0,0,0,0,0,0
"2300002M23Rik",0,0,0,0,0,0,0,0,0
"2300003K06Rik",0,0,0,0,0,0,0,0,0
"2300005B03Rik",0,0,0,11.2255,0,0,0,0,0
"2300009A05Rik",19.9545,19.7812,9.27843,14.8761,17.2222,20.4795,6.12295,26.7638,24.0899
"2310001H17Rik",8.56761,0,5.01654,8.04481,6.56231,0,7.00201,17.3694,5.21066
"2310001K24Rik",0,0,0,0,0,0,0,0,0
"2310002D06Rik",0,0,0,0,0,0,0,0,0
"2310002F09Rik",0,0,0,0,0,0,0,0,0
"2310002J15Rik",0,0,0,0,0,0,0,0,0
"2310002L09Rik",0,0,0,0,0,0,0,0,0
"2310003H01Rik",7.21021,7.26514,5.57551,8.93922,8.04925,9.57161,7.76752,7.86265,5.14698
"2310005A03Rik",0,0,0,0,0,0,0,0,0
"2310005E17Rik",0,0,0,0,0,0,0,0,0
"2310005G13Rik",0,0,0,0,0,0,0,0,0
"2310007B03Rik",0,0,0,0,0,0,0,0.50698,0
"2310007L24Rik",0,1.11317,0,0,0,0,0,0,0
"2310008N11Rik",0,0,0,0,0,0,0,0,0
"2310009A05Rik",25.6181,24.7329,25.3128,91.3139,46.9845,69.8384,16.7042,51.1107,52.5762
"2310009B15Rik",20.1506,26.5298,14.9328,15.9612,13.8589,0,29.5631,25.8444,43.0784
"2310010J17Rik",2.61316,11.0079,0,0,0,0,27.2638,11.9172,14.3021
"2310011J03Rik",17.5838,21.1046,12.6367,18.2332,17.5905,16.7339,19.1786,11.6634,20.5588
"2310014L17Rik",5.06358,4.52588,13.3419,8.75091,22.5134,10.7086,32.0164,19.5924,6.08825
"2310015A10Rik",0.20076,0,0,1.90825,0,0.875677,0.26181,0.91551,0
"2310015B20Rik",0,0,0,0,0,0,0,0,0
"2310015D24Rik",0,0,0,0,0,0,0,0,0
"2310016D03Rik",0,0,0,0,0,0,0,0,0
"2310020H05Rik",0,0,0,0,0,0,0,0,0
"2310022A10Rik",15.8634,16.0305,15.8438,15.8879,16.3482,21.8768,15.2617,8.26888,11.8213
"2310022B05Rik",2.25124,3.5836,5.33857,3.80415,2.75257,1.30927,3.91443,2.39544,4.72291
"2310030A07Rik",0,0,0,0,0,0,0,0,0
"2310030G06Rik",0,0,0,0,0,0,0,0,0
"2310033P09Rik",13.8937,17.6253,15.9423,34.0803,29.5914,23.4587,25.7168,26.5696,29.4339
"2310034C09Rik",0,0,0,0,0,0,0,0,0
"2310034G01Rik",2.38189,0,0,10.0623,0,0,0,1.81032,0
"2310034O05Rik",0,0,0,0,0,0,0,0,0
"2310035C23Rik",4.81315,4.97465,3.53975,4.60373,4.92776,2.37659,4.26346,3.67578,4.84584
"2310036O22Rik",161.878,162.935,170.612,179.512,170.712,147.101,263.88,130.723,143.964
"2310039H08Rik",24.4433,35.4733,38.6431,0,11.9546,28.4313,14.8756,11.1467,18.9513
"2310039L15Rik",0,0,0,0,0,0,0,0,0
"2310040G24Rik",4.87164,9.12252,6.41809,0,0,0,0,1.85131,1.1109
"2310042E22Rik",0,0,0,0,0,0,0,0,0
"2310043L19Rik",0,0,0,0,0,0,0,0,0
"2310043O21Rik",0,0,0,0,0,0,0,0,0
"2310045N01Rik",52.5561,44.2848,36.9278,66.6071,29.9879,10.1884,48.7382,66.5743,31.9589
"2310047M10Rik",7.27881,7.76973,12.658,14.7597,10.6797,5.07981,13.6688,7.96631,5.17862
"2310050C09Rik",0,0,0,0,0,0,0,0,0
"2310057J18Rik",0,0,0,0,0,0,0,0,0
"2310057M21Rik",7.64171,5.85443,3.66091,7.33692,9.34344,4.0402,7.24763,6.33598,4.1188
"2310057N15Rik",0,0,0,0,0,0,0,0,0
"2310061I04Rik",36.3377,37.1747,37.2344,51.1697,18.101,23.4812,36.2721,26.5951,17.1863
"2310061J03Rik",4.05672,6.83725,0,7.71193,2.97606,3.53893,2.11613,0.924977,1.11008
"2310061N02Rik",0,0,0,0,0,0,0,0,0
"2310065F04Rik",0.554282,1.55704,0.730234,1.17078,0,0,0.48189,0,0.25279
"2310067B10Rik",5.15261,4.50618,3.07393,3.69632,4.27927,2.54431,4.05704,2.43837,1.46317
"2310068J16Rik",2.53316,0.71156,0,12.8416,0,0,2.64278,0,0.693175
"2310069B03Rik",0,0,0,0,0,0,0,0,0
"2310069G16Rik",0,0,0,0,0,0,0,0,0
"2310079G19Rik",0,0,0,0,0,0,0,0,0
"2310081J21Rik",0,0,0,0,0,0,0,0,0
"2410002F23Rik",7.32841,5.88174,7.24106,3.31703,9.6004,6.84968,10.2396,10.7419,7.52007
"2410003L11Rik",0,0,0,0,0,0,0,0,0
"2410004B18Rik",16.2588,18.6064,11.9,0,4.41766,21.0127,18.8471,6.86517,10.7107
"2410004I01Rik",0,0,0,0,0,0,0,0,0
"2410004N09Rik",98.951,119.707,217.397,104.566,60.5283,0,71.7672,31.354,38.4999
"2410004P03Rik",0,0,0,0,0,0,0,0,0
"2410006H16Rik",145.146,138.397,141.645,204.39,111.739,109.424,172.926,155.26,127.489
"2410007B07Rik",0,0,0,0,0,0,0,0,0
"2410012E07Rik",0,0,0,0,0,0,0,0,0
"2410012M07Rik",0,0,0,0,0,0,0,0,0
"2410015M20Rik",162.36,125.235,162.918,175.915,145.03,88.0643,109.706,124.678,85.1734
"2410016O06Rik",15.2122,23.5029,14.6015,20.6563,11.957,13.2706,8.50207,6.93712,11.0014
"2410017I17Rik",0,0,0,0,0,0,0,0,0
"2410018L13Rik",2.7055,0,0,4.89832,1.41771,3.37169,2.01613,2.64379,0
"2410021H03Rik",0,0,0,0,0,0,0,0,0
"2410076I21Rik",0,0.959796,0,4.33049,0,0,0,0,0.93502
"2410088K16Rik",0,0,0,0,0,0,0,0,0
"2410089E03Rik",1.08961,0.637688,0.717751,1.15077,2.33145,2.37635,1.42096,0.724629,0.807524
"2410114N07Rik",0,0,0,0,0,0,0,0,0
"2410124H12Rik",0,0,0,0,0,0,0,0,0
"2410127L17Rik",21.6696,20.7517,20.438,9.36237,28.0006,23.6296,16.0563,22.4586,20.2148
"2410131K14Rik",3.20962,2.12145,0.746204,2.39278,2.77015,4.9411,3.93943,3.01342,4.39142
"2410137M14Rik",0,0.985805,0,0,0,0,0,0,0
"2410141K09Rik",0,0,0,0,0,0,0,0,0
"2500004C02Rik",0.274683,0,0,0,0,0,0.716425,0,0
"2510002D24Rik",6.78142,11.4294,8.93411,34.3778,11.6082,11.8317,17.6872,5.15413,9.27836
"2510003E04Rik",13.1367,14.7033,14.6026,18.2097,9.78786,8.95311,14.9901,16.8487,9.26769
"2510009E07Rik",0.187856,0.263858,0.371234,0,0,0,0.244982,0,0
"2510039O18Rik",13.4502,17.3388,14.5643,8.17282,8.11008,11.2513,10.5723,8.40219,5.04182
"2510049J12Rik",0,0,0.788011,0,0,0,0,0,0
"2610001J05Rik",20.6589,14.7124,8.05006,16.5943,19.2114,17.7682,20.4904,17.2496,14.73
"2610002J02Rik",9.58097,5.97931,4.21064,14.7952,9.76006,13.9408,11.106,8.49396,9.46987
"2610002M06Rik",3.38881,2.32187,3.92009,2.61879,3.33498,6.48937,5.82056,6.21918,4.18423
"2610005L07Rik",0.856914,0.687767,1.45149,0.775722,0.449031,1.06791,0.957853,0.837368,0.669962
"2610008E11Rik",0.925844,0.975307,0.914808,0.733356,0.849015,1.00959,1.50923,1.84715,2.2168
"2610015P09Rik",1.08346,1.33157,1.60582,0,2.48388,1.18146,0.706467,2.16161,1.6677
"2610016A17Rik",0,0,0,0,0,0,0,0,0
"2610018G03Rik",26.9026,34.1526,23.5148,45.8972,39.8518,56.4155,24.2886,40.1076,35.7465
"2610020C07Rik",0.953745,1.00468,0.942377,0,0.874601,0,0.621886,1.63098,0
"2610020H08Rik",1.10991,1.65537,1.16449,0,1.08074,2.57035,1.34563,0.671776,4.23536
"2610027K06Rik",0.658089,0.308106,0,0,0.804638,0,0,0,0.900399
"2610028E06Rik",0,0,0,0,0,0,0.363802,0,0
"2610028H24Rik",0,0,0,0,0,0,0,0,0
"2610034B18Rik",0,0,0,0,0,0,0,0,0
"2610034M16Rik",0,0,0,0,0,0,0,0,0
"2610035D17Rik",0.566043,0.397513,0,0,0,0,2.95269,1.93596,1.16169
"2610035F20Rik",0,0,0,0,0,0,1.28237,0,0
"2610037D02Rik",0,0,0,0,0,0,0,0,0
"2610044O15Rik8",1.18383,0.415683,0,0,0,0,0.771913,2.69927,2.83452
"2610100L16Rik",0,0,0,0,0,0,0,0,0
"2610203C20Rik",0,0,0,0,0,0,0,0,0
"2610203C22Rik",0,0,0,0,0,0,0,0,0
"2610206C17Rik",2.4598,1.29557,2.43048,1.9484,2.25568,2.6823,4.81171,1.40215,0.420689
"2610207O16Rik",0,0,0,0,0,0,0,0,0
"2610301B20Rik",1.9453,2.39072,0,1.54086,4.45968,4.24251,2.53685,1.66331,3.99235
"2610305D13Rik",0,0,0,0,0,0,0,0,0
"2610306M01Rik",1.67861,1.57171,0,0,4.10483,4.88117,2.91874,5.10321,0.765558
"2610307P16Rik",0,0,0,0,0,0,0,0,0
"2610316D01Rik",0,0,0,0,0,0,0,0,0
"2610318N02Rik",2.62598,5.53231,3.45957,5.54674,3.21076,0,7.99055,5.98753,2.39525
"2610507B11Rik",6.3083,5.87685,4.57942,4.48689,4.01395,6.73852,5.37248,4.25638,3.08251
"2610507I01Rik",0.517182,0.968548,0.681356,1.09242,1.26471,0,0.449635,0.786155,0.94348
"2610524H06Rik",10.6497,15.8371,9.9038,39.6969,18.383,27.3248,14.7052,14.2839,14.571
"2610528A11Rik",0,0,0,0,0,0,0,0,0
"2610528J11Rik",0,0,0,0,0,0,0,0,0
"2700029M09Rik",48.4143,27.3324,37.5194,33.0851,57.4546,41.4067,45.805,51.9482,59.7464
"2700038G22Rik",1.62085,0,0,0,0,0,0,0.923873,1.6631
"2700046A07Rik",0,0,0,0,0,0,0,0,0
"2700046G09Rik",0,0,1.27937,0,0,0,0,0,0
"2700049A03Rik",3.95186,5.56137,5.21637,3.90291,6.45496,7.31156,4.27675,6.51462,7.36022
"2700054A10Rik",0,0,0.459703,0,0,0,0,0,0
"2700060E02Rik",110.032,111.531,143.554,117.336,147.597,195.704,138.384,151.019,136.905
"2700062C07Rik",21.8744,16.5427,17.7343,10.6625,26.7456,14.6788,7.31441,14.0676,13.8132
"2700069I18Rik",0,0,0,0,0,0,0,0,0
"2700070H01Rik",0,0,0,0,0,0,0,0,0
"2700081O15Rik",2.92083,2.73501,0.384802,2.46782,1.78564,4.24671,2.28542,0.443988,1.06568
"2700086A05Rik",0,0,0,0,0,0,0,0,0
"2700089E24Rik",17.0387,23.953,20.2355,21.6291,31.3003,44.6643,26.65,19.4565,25.6444
"2700089I24Rik",0,0,0,0,0,0,0,0,0
"2700094K13Rik",389.892,463.766,443.184,573.661,181.127,269.23,287.096,145.429,147.79
"2700097O09Rik",8.76513,9.41392,20.378,16.3361,22.6948,37.1161,13.4477,12.9316,16.9304
"2700099C18Rik",2.16998,1.2191,1.71529,8.2504,1.59193,0,1.13194,1.97912,1.18759
"2810001G20Rik",0,0.935123,2.63155,0,2.44228,0,0,6.0726,0
"2810002D19Rik",1.4555,1.02214,0,0,0,0,0,4.14837,3.48498
"2810004N23Rik",20.9181,23.8364,17.159,30.012,34.7452,58.5319,31.9115,25.1977,24.3002
"2810006K23Rik",8.74221,4.56209,5.13509,7.91364,9.53174,13.6181,5.93028,7.11877,5.12602
"2810007J24Rik",0,0,0,0,0,0,0,0,0
"2810008D09Rik",3.50374,6.56071,0,0,4.28399,0,27.4152,5.32595,11.1856
"2810013P06Rik",0.765419,0.358354,2.01679,0,0,4.45149,0,0.581747,0.349083
"2810021J22Rik",0.198749,0.558313,0.392759,0,0.729024,0,0.518373,0.453169,0.135964
"2810025M15Rik",7.51028,7.91114,9.27595,14.8721,6.88706,4.0948,6.12131,3.2108,4.49557
"2810029C07Rik",0,0,1.05096,1.685,0,0,0,0,0
"2810032G03Rik",0.440976,0,0,0,0,0,0,0,0
"2810047C21Rik1",0,0,0,0,0,0,0,0.73654,0
"2810049E08Rik",0,0,0,0,0,0,0,0,0
"2810055G20Rik",0,0,0,0,0,0,0,0,0
"2810403A07Rik",16.1605,20.3583,16.4617,20.0587,21.3889,29.0676,24.3337,24.3118,15.7283
"2810403D21Rik",0.579713,0,0,3.6735,0,0,0,2.64362,0.793166
"2810404M03Rik",0,0,0,0,0,0,0,0,0
"2810405F15Rik",0,0,0,0,0,0,0,0,0
"2810408A11Rik",0.6329,0,0,0,0,2.76059,0.82536,0,0
"2810408I11Rik",3.64092,5.11336,3.59752,0,13.3551,15.881,16.6183,8.3017,16.1899
"2810408M09Rik",3.91476,3.5347,3.31552,5.31577,5.12844,0,5.83453,1.27516,4.59102
"2810410L24Rik",0,0,0,0,0,0,0,0,0
"2810417H13Rik",66.105,55.7086,74.1665,51.3481,133.754,113.475,71.7467,130.792,125.164
"2810428I15Rik",72.5602,47.3634,60.5876,84.1881,52.4814,44.5766,58.641,46.6043,51.736
"2810429I04Rik",0,0,0,0,4.45126,0,0,0,0
"2810433D01Rik",0,0,0,0,0,0,0,0,0
"2810442I21Rik",0.344122,0,0,2.01474,0,3.00304,0.897745,0.784812,0.470878
"2810442N19Rik",0,0,0,0,0,0,0,0,0
"2810454H06Rik",0.17765,0.249519,0.702128,2.25145,0,0,0,0,0.486122
"2810459M11Rik",0,0,0,0,0,0,0.388629,0,0
"2810468N07Rik",0.406025,0.570267,0,0,0,0,0,0,1.11105
"2810471M01Rik",0,0,0,0,0,0,0,0,0
"2810474O19Rik",12.4857,12.288,15.0884,15.1195,25.9649,31.2227,20.8881,27.3011,21.9836
"2900005J15Rik",0,0,0,0,0,0,0,0,0
"2900008C10Rik",0,0,0,2.54847,0,0,0,0,0
"2900009J06Rik",0,0,0,0,0,0,0,0,0
"2900011O08Rik",0,0,0,0,0,0,0,0,0
"2900026A02Rik",0.330791,0.580775,0,0,0,0,0,0,0
"2900041M22Rik",0,0,0,0,0,0,0,0,0
"2900052N01Rik",0,0,0,0,0,0,0,0,0
"2900055J20Rik",0,0,0,0,0,0,0,0,0
"2900056M20Rik",0.696671,0.489163,0,5.88848,2.10737,1.01306,1.79813,0.529417,0.794368
"2900057B20Rik",0,0,0,0,0,0,0,0,0
"2900060B14Rik",37.6563,46.2727,55.8111,96.9388,82.0122,51.328,125.837,222.701,161.004
"2900076A07Rik",2.85494,0,0,0,0,0,0,1.62739,0
"2900079G21Rik",0,0,0,0,0,0,0,0,0
"2900092C05Rik",0,0,0,0,0,0,0,0,0
"2900092D14Rik",0,0,0,0,0,0,0,0,0
"2900097C17Rik",2.27349,2.63793,2.34406,5.63736,1.8129,1.72462,3.86719,1.57768,1.21719
"3000002C10Rik",4.32788,5.47068,3.42103,2.74247,1.5875,0,3.38637,3.94722,9.47427
"3010001F23Rik",0,0,0,0,0,0,0,0,0
"3010026O09Rik",6.94935,9.06315,15.6949,18.8727,10.9246,0,14.2412,4.52722,2.71661
"3010033K07Rik",0,0,0,0,0,0,0,0,0
"3100003L05Rik",0,0,0,0,0,0,0,0,0
"3110001I22Rik",4.81438,3.43833,2.61318,0,15.5949,0,6.89787,8.29164,4.97542
"3110002H16Rik",17.4078,11.5458,12.4224,7.66035,13.3027,16.8732,13.2425,15.987,15.5475
"3110007F17Rik",1.29646,0.910419,5.12404,0,0,0,1.69071,0,0
"3110009E18Rik",14.2149,11.0899,18.7273,30.0255,28.9674,41.3352,4.11946,25.209,10.8049
"3110009F21Rik",0,0,0,0,0,0,0,0,0
"3110015C05Rik",0,0,0,0,0,0,0,0,0
"3110021A11Rik",0,0,0,0,0,0,0,0,0
"3110021N24Rik",0,0,0,0,0,0,0,0,0
"3110035E14Rik",0,0,0,0,0,0,0,0,0
"3110039I08Rik",0,0,0,0,0,0,0,0,0
"3110039M20Rik",0,0,0,0,0,0,0,0,0
"3110040N11Rik",12.078,12.9717,19.6561,18.0083,15.6363,0,16.6774,16.1995,21.3855
"3110043O21Rik",3.73298,4.58779,3.07374,1.97125,0.570535,0,4.05679,1.06395,2.34093
"3110045C21Rik",0.499039,0,0,0,1.83051,0,1.30159,1.13786,2.73115
"3110052M02Rik",1.11897,1.25733,2.65352,2.83626,0.410446,1.95229,0.875544,1.02055,0.459294
"3110056K07Rik",3.74734,4.37552,2.46258,3.94833,4.57103,16.3071,5.14152,4.26211,11.0828
"3110057O12Rik",2.23816,2.00048,4.82506,0,4.47804,1.77499,8.49097,5.10326,2.78388
"3110062M04Rik",3.49723,3.68807,2.30369,0.923354,4.27604,2.54237,2.28035,0.60323,1.99371
"3110070M22Rik",0,0,0,0,0,0,0,0,0
"3110079O15Rik",0,0,0,0,0,0,0,0,0
"3110082I17Rik",12.5779,6.75461,4.38635,14.0653,6.7848,9.68161,13.5081,11.809,10.123
"3110082J24Rik",0.823412,1.15643,0,0,0,0,0,0,0
"3110099E03Rik",0,0,0,0,0,0,0,0,0
"3200001D21Rik",0.223893,0,0,0,0,0,0,0,0.612684
"3300002I08Rik",4.17018,0,8.24094,0,7.64825,0,5.43829,7.13135,1.42641
"3300005D01Rik",0,1.14029,3.20903,5.14503,2.97825,14.1661,0,1.85131,1.1109
"3425401B19Rik",0.174398,0.122478,0.344639,0,0,0,0,0,0.119306
"3632451O06Rik",0,0,0,0,0,0,0,0,0
"3632454L22Rik",0,0,1.08949,0,0,0,0,0,0
"3830403N18Rik",0,0,0,0,0,0,0,1.29761,3.11457
"3830406C13Rik",4.20049,7.67038,4.98092,5.52882,7.7046,2.13793,5.75264,4.78918,7.18458
"3830408C21Rik",0,0,0,0,0,0,0,0,0
"3830417A13Rik",0,0,0,0,0,0,0,0,0
"3930402G23Rik",0,0,0,0,0,0,0,0,0
"4430402I18Rik",0,0,0,0,0,0,0,0,0
"4631405J19Rik",0,0,0,0,0,0,0,0,0
"4632415L05Rik",0.119132,0.501984,0.470846,0.754908,0.436983,2.07852,0,0.814899,0.325992
"4632427E13Rik",0.995779,0,0,0,0,0,0,0,0
"4632428C04Rik",0,0.293995,0.827285,0,0,0,0,0,0.859162
"4632428N05Rik",2.81004,2.53811,3.57106,0.636167,0.368247,0.875772,1.04735,1.14451,0.961486
"4632434I11Rik",1.57874,1.41109,2.26897,0.909461,7.37026,3.75608,2.62031,2.61796,2.3564
"4732416N19Rik",0,0,0,0,0,0,0,0,0
"4732456N10Rik",0,0,0,0,0,0,0.521133,0,0
"4732471J01Rik",2.30248,2.05797,4.13652,0,1.5355,1.826,2.18374,2.68367,0.859162
"4732490B19Rik",0,0,0,0,0,0,0,0,0
"4732491K20Rik",0.156796,0.22023,0,0.993581,0,0,0.408954,0,0.214529
"4831440E17Rik",0,0,0,0,0,0,0.271636,0,0
"4833403I15Rik",0.154459,0,0,0,0,0,0,0,0
"4833411C07Rik",0,0,0,0,0,0,0,0,0
"4833412C05Rik",0,0,0,0,0,0,0,0,0
"4833417C18Rik",0.416919,1.17113,0,2.64191,1.52929,0,2.1748,0,0
"4833418N02Rik",0.350734,0,0,0,0,0,0,0,0
"4833419F23Rik",0.685402,0,0,0,0,0,0,0,0
"4833420G17Rik",7.97343,9.50816,5.43452,7.46871,3.60255,1.71345,12.1587,13.5289,10.9966
"4833422C13Rik",0,0,0,0,0,0,0,0,0
"4833423E24Rik",0,0,0,0,0,0,0,0,0
"4833424O15Rik",0,0,0,0,0,0,0.316377,0,0
"4833427F10Rik",0,0,0,0,0,0,0,0,0
"4833427G06Rik",0,0,0,0,0,0,0,0,0
"4833428L15Rik",0,0,0,0,0,0,0,0,0
"4833439L19Rik",2.59919,3.71147,8.40732,2.59326,3.46815,3.87461,3.69769,1.61682,4.81335
"4921501E09Rik",0,0,0,0,0,0,0,0,0
"4921504A21Rik",0,0,0,0,0,0,0,0,0
"4921504E06Rik",0,0,0,0,0,0,0,0,0
"4921506M07Rik",0.364729,0,0,0,0,0,0,0,0
"4921507L20Rik",0,0,0,0,0,0,0,0,0
"4921507P07Rik",0,0.30695,0,0,0,0,0,0,0
"4921508D12Rik",0,0,2.10774,0,0,0,0,0,0
"4921509C19Rik",0,0,0,0,0,0,0,0,0
"4921509O07Rik",0,0,0,0,0,0,0,0,0
"4921511C10Rik",0,0,0,0,0,0,0,0,0
"4921511C20Rik",0,0,0,0,0,0,0,0,0
"4921511H03Rik",0,0,0,0,0,0,0,0,0
"4921511I17Rik",0,0,0,0,0,0,0,0,0
"4921511M17Rik",0,0,0,0,0,0,0,0,0
"4921513I03Rik",0,0,0,0,0,0,0,0,0
"4921515E04Rik",0,0,0,0,0,0,0,0,0
"4921517D22Rik",0.158502,0.445252,0,0,0,0,0,0,0.216864
"4921524J17Rik",6.01888,10.8038,1.32158,10.5945,13.4919,14.5851,6.97705,13.1337,11.8951
"4921524L21Rik",0,0,0,0,0,0,0,0,0
"4921525O09Rik",0.151793,0.213202,0,0,0,0,0,1.03832,0
